s1_id,target_id,match_type,s1_raw_name,target_raw_name,s1_norm_name,target_norm_name,s1_raw_addr,target_raw_addr,s1_country,target_country,country_match,failure_pattern
S1-229918866,S3-853976526,multi_match,Raj Projects Limited,రాజ్ ప్రాజెక్ట్స్ లిమిటెడ్,raj projects ltd,,"Tadkonda Mandal, Guntur, Andhra Pradesh, 1/37 Damarapalli","Daarapalli, Guntur, AP",india,india,True,transliteration_devanagari_erasure
S1-682286740,S3-438293673,multi_match,Global Impex Private Limited,ग्लोबल इम्पेक्स प्राइवेट लिमिटेड,global impex pvt ltd,,"6/2, Y.N Road, Office No. 203, Sanghi Maker, Indore, Madhya Pradesh","6/2, MP, Indore",india,india,True,transliteration_devanagari_erasure
S1-682286740,S2-643443013,multi_match,Global Impex Private Limited,ग्लोबल इम्पेक्स प्राइवेट लिमिटेड,global impex pvt ltd,,"6/2, Y.N Road, Office No. 203, Sanghi Maker, Indore, Madhya Pradesh","HN 435 6/2, मध्य प्रदेश, INDORE",india,india,True,transliteration_devanagari_erasure
S1-238615736,S3-113419800,multi_match,Krishna Super Infotech Private Limited,ಕೃಷ್ಣ ಸೂಪರ್ ಇನ್‌ಫೋಟೆಕ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,krishna super infotech pvt ltd,,"Karnataka, Bangalore, No. 3165, 1St Floor, 60 Ft Service Road, Hal 2Nd Stage, Bangalore North","Bengaluru Hq Region, KA, No 3165",india,india,True,transliteration_devanagari_erasure
S1-889020111,S3-91623358,multi_match,Royal Projects Private Limited,रॉयल प्रोजेक्ट्स प्राइवेट लिमिटेड,royal projects pvt ltd,,"Maharashtra, Bibijan Street Bombay, 31","31, Mumbai Region, MH",india,india,True,transliteration_devanagari_erasure
S1-889020111,S3-10877735,multi_match,Royal Projects Private Limited,रॉयल प्रोजेक्ट्स प्राइवेट लिमिटेड,royal projects pvt ltd,,"Maharashtra, Bibijan Street Bombay, 31","31, Mumbai Region, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-136361124,S3-398759524,multi_match,Digital Services,डिजिटल सर्विसेज,digital svc,,"Shop No-2, Plot No-12A, Shantiniketan, Sector-8, Kharghar, Panvel, Raigarh(Mh), Maharashtra","#627 Shop No-2, New Bombay, Panvel, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-556956301,S3-174890607,multi_match,Lakshmi Consulting Private Limited,લક્ષ્મી કન્સલ્ટિંગ પ્રાઇવેટ લિમિટેડ,lakshmi consulting pvt ltd,,"222, Tower C, Siddhi Vinayak Business Towers, Behind Dcp Office, Off S. G. Highway, Ma, Karba, Ahmedabad, Gujarat","220, Ahmedabad, GJ",india,india,True,transliteration_devanagari_erasure
S1-662324564,S2-11995903,multi_match,Tirupati Power Private Limited,तिरुपति पावर प्राइवेट लिमिटेड,tirupati power pvt ltd,,"Shop No.2, 3, 4 Behind Milan Talkies, Hari Sewa Marg, Bhilwara, Rajasthan","D/2, BHILWARA, राजस्थान",india,india,True,transliteration_devanagari_erasure
S1-662324564,S3-713904892,multi_match,Tirupati Power Private Limited,तिरुपति पावर प्राइवेट लिमिटेड,tirupati power pvt ltd,,"Shop No.2, 3, 4 Behind Milan Talkies, Hari Sewa Marg, Bhilwara, Rajasthan","No 2, Bhilwara, RJ",india,india,True,transliteration_devanagari_erasure
S1-359131373,S3-698561405,multi_match,Ss Projects Pvt Ltd,ಎಸ್ಎಸ್ ಪ್ರಾಜೆಕ್ಟ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,ss projects pvt ltd,,"Bangalore, Kamanahalli Bangalore, New No.904, Oldno.18A, Villa Maria, New 3Rd H Main, Old 6Th Cross, Ramaiah Layout, St.Thomas, Town Post, Karnataka","#B3/904, Bengaluru, ಕರ್ನಾಟಕ",india,india,True,transliteration_devanagari_erasure
S1-792378179,S3-509186037,multi_match,Baba Exports,बाबा एक्सपोर्ट्स,baba exports,,"338, First Floor New Lajpat Rai Market, Chandni Chowk, Delhi, Central Delhi, Delhi","0338, Delhi, DL",india,india,True,transliteration_devanagari_erasure
S1-214425181,S3-698127699,multi_match,Empire American Foods,Jaxcirabrix,empire american foods,jaxcirabrix,"1051 Pacific Street, Hempstead, NY","Pacific St, Baldiwn CDP, New York",us,us,True,dba_trade_name_or_different
S1-925639032,S3-590269972,multi_match,Raviam Technologies LLP,Irinovi,raviam technologies llp,irinovi,"19, Sukhchain Villa Sukhchain Marg, Dlf Phase-I, Gurgaon, Haryana","HR, Kadipur, 19, Gurugram",india,india,True,address_numeric_match
S1-54747257,S2-763232834,multi_match,D 4 Heritage Rocky,D 4,d 4 heritage rocky,d 4,"2414 Thames Court, Fairfield, CA",,us,us,True,missing_address
S1-674967400,S3-2689297,multi_match,Modern Services Private Limited,मॉडर्न सर्विसेज प्राइवेट लिमिटेड,modern svc pvt ltd,,"At.C/O, Sugriv Vitekar, 203, Tadwale.K, Tal. Dharashiv, Osmanabad, Maharashtra","At.c/o, Osmanabad, Kalamb, MH",india,india,True,transliteration_devanagari_erasure
S1-99324957,S3-175099503,multi_match,Anand Producer Private Limited,आनंद प्रोड्यूसर प्राइवेट लिमिटेड,anand producer pvt ltd,,"A-14A, Flr 14, Centrum Twr, Nanaphadnisrd, Wadala Brdg, Mumbai, Maharashtra","A-14a, Bombay, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-728735450,S3-152948637,multi_match,Baker Annaly LLC,Orbibeloonyx,baker annaly llc,orbibeloonyx,"AK, 3668 Faa Road, Kenai Peninsula Borough","Homer Township, Faa Rd, Alaska",us,us,True,dba_trade_name_or_different
S1-700140960,S3-65326841,multi_match,Zeque,Zen,zeque,zen,"4523 Ave P 1/2, Galveston, TX","4523d Ave P 1/2, Galveston, Texas",us,us,True,acronym_short_name
S1-856102963,S2-76419463,multi_match,Super Marketing Private Limited,ಸೂಪರ್ ಮಾರ್ಕೆಟಿಂಗ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,super marketing pvt ltd,,"No 7/4, First Cross, 8Th Main, Rmv Extention, Sadashiv Nagar, Bangalore, Karnataka","#7/4, BANGALORE, ಕರ್ನಾಟಕ",india,india,True,transliteration_devanagari_erasure
S1-425492327,S3-917208029,multi_match,Classic Technology Private Limited,क्लासिक टेक्नोलॉजी प्राइवेट लिमिटेड,classic technology pvt ltd,,"6, Floor-11, Plot-195, Arcadia Building, Vinayak Kumar Shah Marg, N C P A, Mumbai, Maharashtra","Mumbai, MH, 6",india,india,True,transliteration_devanagari_erasure
S1-951086919,S3-592634568,multi_match,Real Infotech,रियल इंफोटेक,real infotech,,"Flat No.-1102, Orchard Avenue Hayatpur, Sector-93, Gurgaon, Haryana","Flat No.-1102, Gurugram, HR",india,india,True,transliteration_devanagari_erasure
S1-234764852,S3-492291644,multi_match,Anvil,Amnvoil,anvil,amnvoil,"3528 6th Street, Arlington County, VA","3528 Sixth Street, Arlngton, Virginia",us,us,True,address_numeric_match
S1-625776632,S3-861731200,multi_match,Ujjaika Foods Private Limited,Ufprivate.Com,ujjaika foods pvt ltd,ufprivate com,"1-3-294, Bashir Ganj, Beed, Maharashtra","1-3-29, NULL, Beed, MH",india,india,True,address_numeric_match
S1-240413734,S3-30946654,multi_match,Al Solutions Private Limited,अल सॉल्यूशंस प्राइवेट लिमिटेड,al sol pvt ltd,,"13, Silk House, 630, J.S.S. Road, Mumbai, Maharashtra","13, J.s.s. Road, Raipur, MH",india,india,True,transliteration_devanagari_erasure
S1-510385621,S2-811228090,multi_match,Surya Ventures Private Limited,सूर्य वेंचर्स प्राइवेट लिमिटेड,surya vent pvt ltd,,"Jabalpur, 2Nd Floor, Sg Society, Sg Square, Rampur, Jabalpur (M.P.), Flat No. 03, Jabalpur, Madhya Pradesh","BHOPAL, मध्य प्रदेश, NO A-03",india,india,True,transliteration_devanagari_erasure
S1-880786451,S2-404370661,multi_match,Alpha Care LLP,अल्फा केयर एलएलपी,alpha care llp,,"1, Madhorajpura, Phagi, Jaipur, Rajasthan","4-1, JAIPUR, राजस्थान",india,india,True,transliteration_devanagari_erasure
S1-880786451,S3-708511611,multi_match,Alpha Care LLP,अल्फा केयर एलएलपी,alpha care llp,,"1, Madhorajpura, Phagi, Jaipur, Rajasthan","#1, Jaipur, RJ",india,india,True,transliteration_devanagari_erasure
S1-457413585,S3-395966601,multi_match,New Media Private Limited,न्यू मीडिया प्राइवेट लिमिटेड,new media pvt ltd,,"1St Floor, Poonam Sagar Complex, Above Casedela, Opp Shanti Nagar Sector 9, Nr Srushti House, Mira Road, Thane, Maharashtra","Door No 1St Floor, Navi Mumbai, MH",india,india,True,transliteration_devanagari_erasure
S1-214808485,S3-3012775,multi_match,Aafreen Trading Private Limited,Arcxylo,aafreen trd pvt ltd,arcxylo,"House No.5, Harmony Villa, Kanan Vihar, Phase-Ii, Po-Kiit, Ps- Infocity, Bhubaneswar, Khordha, Orissa","House No.5/7, Bhubaneswar, Khurda, OD",india,india,True,address_numeric_match
S1-688177485,S3-731152781,multi_match,Hitech Properties Pvt Ltd,હાઇટેક પ્રોપર્ટીઝ પ્રા. લિ.,hitech properties pvt ltd,,"A- 220 B, 221 B, Swc Hub, Nr. Rajpath Complex, Vasna Bhayli Road, Vadodara, Gujarat","A- 22 B, Vadodara, ગુજરાત",india,india,True,transliteration_devanagari_erasure
S1-516438556,S3-41460373,multi_match,East Business Pvt Ltd,ईस्ट बिजनेस प्रा. लि.,east business pvt ltd,,"49B, K.G.N. Bagh, Niwaru Road Jhotwara, Jaipur, Rajasthan","049B, Jaipur, RJ",india,india,True,transliteration_devanagari_erasure
S1-51682376,S3-634164279,multi_match,Liberty Companies LLC,Fluxaria,liberty companies llc,fluxaria,"1832 Fourth Street, Ingleside, TX","1832 4th St, Ingleide, Texas",us,us,True,address_numeric_match
S1-639475996,S3-24242316,multi_match,Burgos Continental Pmv LLC,Kelonovi,burgos continental pmv llc,kelonovi,"KS, Leoti, 305 1st Street","Leoti, 00305 First Street, Kansas",us,us,True,dba_trade_name_or_different
S1-253921703,S2-588983171,multi_match,New Projects Private Limited,न्यू प्रोजेक्ट्स प्राइवेट लिमिटेड,new projects pvt ltd,,"Plot No.147, 158, Pashupati Nath Nagar Gram Chak Getor, Tahsil Sanganer, Jaipur, Rajasthan","JAIPUR, राजस्थान, #149, JAIPUR",india,india,True,transliteration_devanagari_erasure
S1-621016028,S3-287246537,multi_match,Feify L.L.C.,Bélodrexnex,feify l l c,belodrexnex,"AL, 7201 4th Avenue, Birmingham","Fourth Ave, N/A, Birmingham, Alabama",us,us,True,dba_trade_name_or_different
S1-351862316,S2-357275113,multi_match,Raj Construction Private Limited,राज कंस्ट्रक्शन प्राइवेट लिमिटेड,raj construction pvt ltd,,"Mumbai, Trishul Compalex, B Wing, B Bldg Sindhi Soc, Wadavali Village, Chembur, Maharashtra, Shop 4/B","SHOP 4/B, MUMBAI, महाराष्ट्र, null",india,india,True,transliteration_devanagari_erasure
S1-351862316,S3-596719387,multi_match,Raj Construction Private Limited,राज कंस्ट्रक्शन प्राइवेट लिमिटेड,raj construction pvt ltd,,"Mumbai, Trishul Compalex, B Wing, B Bldg Sindhi Soc, Wadavali Village, Chembur, Maharashtra, Shop 4/B","Shop 4/B, Mumbai, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-32483734,S3-722708039,multi_match,Aditya Properties Private Limited,आदित्य प्रॉपर्टीज प्राइवेट लिमिटेड,aditya properties pvt ltd,,"Plot No. 32, Damodar Nagar Barra, Kanpur, Uttar Pradesh","#032, Kanpur, UP",india,india,True,transliteration_devanagari_erasure
S1-569733345,S3-22234309,multi_match,Fine Promoter Limited,Zetaflux,fine promoter ltd,zetaflux,"No.7 & 8, Shivakrupa Complex, Neflingin Road, Hubli, Hubli, Dharwar, Karnataka","7 & 8, Hubli, KA",india,india,True,address_numeric_match
S1-904731330,S2-993914274,multi_match,Silver Business Private Limited,சில்வர் பிசினஸ் பிரைவேட் லிமிடெட்,silver business pvt ltd,,"No: 7, Swarnapuri Avenue, Velampalayam, Tirupur, Coimbatore, Tamil Nadu","NO: 7, COIMBATORE, தமிழ்நாடு",india,india,True,transliteration_devanagari_erasure
S1-730733175,S3-772102192,multi_match,"Bowen Keystone Total, LLC",Wexcalo,bowen keystone total llc,wexcalo,"NY, 901 Osgood Avenue, Olean","901 Osrood Avenue, Olaen, New York",us,us,True,address_numeric_match
S1-445708391,S2-731289287,multi_match,East Innovative Media LLP,ಈಸ್ಟ್ ಇನೋವೇಟಿವ್ ಮೀಡಿಯಾ ಎಲ್ಎಲ್‌ಪಿ,east innovative media llp,,"No-3350, First Floor, Banashankari 2Nd Stage, K.R Road, Bangalore, Karnataka","NO-1350, BENGALURU URBAN, Karnataka",india,india,True,transliteration_devanagari_erasure
S1-72715533,S3-359683336,multi_match,Classic Global LLP,क्लासिक ग्लोबल एलएलपी,classic global llp,,"Flat No.502, Lodha Amara, W-11, Kolshet Road, Thane, Maharashtra","Flat No.50, Thane, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-848560155,S3-607967471,multi_match,Classic Builders Limited,ક્લાસિક બિલ્ડર્સ લિમિટેડ,classic builders ltd,,"40, Shardanagar Sahkari Gruh Mandal, Nr. New Sharda Mandir, Ellisbridge, Ahmedabad, Gujarat","0040, Ahmedabad, ગુજરાત",india,india,True,transliteration_devanagari_erasure
S1-884235185,S2-747565255,multi_match,Modern Shyam Global,மாடர்ன் ஷ்யாம் குளோபல்,modern shyam global,,"Chennai, Room No. 4, Tamil Nadu, Chennai, 1St Floor, No. 12, Maleeswarar Koil Street","தமிழ்நாடு, CHENNAI, ROOM NO. 4.",india,india,True,transliteration_devanagari_erasure
S1-8073784,S2-966943446,multi_match,Bombay Infotech Limited,ಬಾಂಬೆ ಇನ್‌ಫೋಟೆಕ್ ಲಿಮಿಟೆಡ್,bombay infotech ltd,,"3Rd Floor, Commerce House, Millers Road, No.303, Bangalore, Karnataka, Bangalore","305, BENGALURU URBAN, Karnataka",india,india,True,transliteration_devanagari_erasure
S1-636520229,S3-806713711,multi_match,Ace Management Private Limited,एस मैनेजमेंट प्राइवेट लिमिटेड,ace management pvt ltd,,"G-5, Module-7, Mangalam Vihar, Abhay Khand-Iii, Indirapuram, Ghaziabad, Uttar Pradesh","Ghaziabad, G-#5, UP",india,india,True,transliteration_devanagari_erasure
S1-246353718,S3-426113980,multi_match,Tech Foundation Pvt Ltd,टेक फाउंडेशन प्रा. लि.,tech foundation pvt ltd,,"S.No. 7/8, Lane No. 2 Canal Road, Karve Nagar, Pune, Maharashtra","Pune, S.no. 7/8, महाराष्ट्र, Pune",india,india,True,transliteration_devanagari_erasure
S1-346030216,S3-780009635,multi_match,P 9 Certified Group,P  9,p 9 certified group,p 9,"1145 Mcdaniel Avenue, Evanston, IL",,us,us,True,missing_address
S1-178393284,S3-949000885,multi_match,Lotus Products Private Limited,लोटस प्रोडक्ट्स प्राइवेट लिमिटेड,lotus products pvt ltd,,"2571 (2)/4, At Gurudeo Nagar Bramhapuri, Chandrapur, Maharashtra","571 (2)/4, Chandrapur, MH",india,india,True,transliteration_devanagari_erasure
S1-178393284,S3-612242377,multi_match,Lotus Products Private Limited,लोटस प्रोडक्ट्स प्राइवेट लिमिटेड,lotus products pvt ltd,,"2571 (2)/4, At Gurudeo Nagar Bramhapuri, Chandrapur, Maharashtra","H.no 571 (2)/4, Chandrapur, MH",india,india,True,transliteration_devanagari_erasure
S1-84852457,S3-288184793,multi_match,Ram Exports,राम एक्सपोर्ट्स,ram exports,,"Maharashtra, Shalimar Oil, Near Dena Bank Parel, Mumbai, R.7","MH, Dombivli, R.7, Mumbai",india,india,True,transliteration_devanagari_erasure
S1-719688728,S3-541246854,multi_match,Baba South Consultants Private Limited,बाबा साउथ कंसल्टेंट्स प्राइवेट लिमिटेड,baba south consultants pvt ltd,,"F-505, Officer City-2, Rajnagar Extension Nh -58, Ghaziabad, Uttar Pradesh","null, F-505, Lucknow Hq Region, UP",india,india,True,transliteration_devanagari_erasure
S1-855009181,S2-941957731,multi_match,Baba Food Private Limited,பாபா ஃபுட் பிரைவேட் லிமிடெட்,baba food pvt ltd,,"Coimbatore, No.6/1, Tamil Nadu, Building 1St Floor, Sri Vignesh Nagar, Vilankuruchi Road","NO.6/1, COIMBATORE, தமிழ்நாடு",india,india,True,transliteration_devanagari_erasure
S1-88131218,S3-787580310,multi_match,Hotel Producer,હોટેલ પ્રોડ્યુસર,hotel producer,,"Maple Trade Nr.Surdhara Circle, Sal Hospital Road, Th, Altej, Ahmedabad, 1317, Gujarat, Ahmedabad","1317, Ahmadabad, GJ",india,india,True,transliteration_devanagari_erasure
S1-88131218,S2-211919335,multi_match,Hotel Producer,હોટેલ પ્રોડ્યુસર,hotel producer,,"Maple Trade Nr.Surdhara Circle, Sal Hospital Road, Th, Altej, Ahmedabad, 1317, Gujarat, Ahmedabad","AHMEDABAD, ગુજરાત",india,india,True,transliteration_devanagari_erasure
S1-264743517,S2-991045929,multi_match,Maa Products Private Limited,माँ प्रोडक्ट्स प्राइवेट लिमिटेड,maa products pvt ltd,,"Manesar, 1St Floor, Plot No.-36 Royal Enfield Building, Sector-1, Nh-8, Gurgaon, Shop-1, Haryana","SHOP-6, GURUGRAM, Haryana",india,india,True,transliteration_devanagari_erasure
S1-838979433,S3-125727168,multi_match,Alpha Properties Pvt Ltd,ಆಲ್ಫಾ ಪ್ರಾಪರ್ಟೀಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,alpha properties pvt ltd,,"2/3, Varun2Ndecross, Hanumanthappalayout, Sulthanpallya, Bangalore, Karnataka","2/3, Sulthanpallya, ಕರ್ನಾಟಕ",india,india,True,transliteration_devanagari_erasure
S1-138902853,S3-970281909,multi_match,Korattur Agrotech Ltd,Vantagefaye,korattur agrotech ltd,vantagefaye,"Plot No.7, Sree Sathya Nagar, Vivekananda Nagar Extn, Korattur, Chennai, Tamil Nadu","Plot No.##7, Chennai, TN",india,india,True,address_numeric_match
S1-383195699,S2-288974071,multi_match,My Constructions Private Limited,ಮೈ ಕನ್‌ಸ್ಟ್ರಕ್ಷನ್ಸ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,my constructions pvt ltd,,"No.8/22, Ground Floor And First Floor, Ist 'R' Block, 20Th Main, Rajajinagar, Bangalore, Karnataka","NO.##8/22, BENGALURU, ಕರ್ನಾಟಕ",india,india,True,transliteration_devanagari_erasure
S1-794050844,S3-175080334,multi_match,Gold Industries,ગોલ્ડ ઇન્ડસ્ટ્રીઝ,gold ind,,"1, Satyam Bunglows, Ramosana Road, Mehsana, Mahesana, Gujarat","Block G-998 1, Mahesana, GJ",india,india,True,transliteration_devanagari_erasure
S1-958624432,S3-407359203,multi_match,Al Estate Limited,அல் எஸ்டேட் லிமிடெட்,al estate ltd,,"1, Bharath Nagar Neelikonampalayam, Coimbatore, Tamil Nadu","A-1, Coimbatore, TN",india,india,True,transliteration_devanagari_erasure
S1-208891086,S2-991883232,multi_match,Hotel Products Limited,होटल प्रोडक्ट्स लिमिटेड,hotel products ltd,,"No. E-3, Upasana Building, 1-Hailey Road, New Delhi, Central Delhi, Delhi","PLOT 509 NO. E-3, MUMBAI, दिल्ली",india,india,True,transliteration_devanagari_erasure
S1-792328941,S3-812320993,multi_match,"Keiser Next, Inc",Zephdelta,keiser next inc,zephdelta,"213 High Street, Fairport Harbor, OH","224 High Street, Painesville, Ohio",us,us,True,dba_trade_name_or_different
S1-218903461,S3-41169951,multi_match,Fortune Power Pvt Ltd,फॉर्च्यून पावर प्रा. लि.,fortune power pvt ltd,,"G 1/1, Paper Mill Colony Nishatganj, Lucknow, Uttar Pradesh","G D/1/1, Lucknow, UP",india,india,True,transliteration_devanagari_erasure
S1-218903461,S2-413187337,multi_match,Fortune Power Pvt Ltd,फॉर्च्यून पावर प्रा. लि.,fortune power pvt ltd,,"G 1/1, Paper Mill Colony Nishatganj, Lucknow, Uttar Pradesh","G 1/1, LUCKNOW, उत्तर प्रदेश",india,india,True,transliteration_devanagari_erasure
S1-157659074,S3-532188102,multi_match,Capital Equity Partners PLLC,Cpequity.Com,capital equity partners pllc,cpequity com,"35011 Avenue E, Unit UNIT 8, Yucaipa, CA","3501 Avenue E, # UNIT 8, Yucaipa, California",us,us,True,address_numeric_match
S1-494294508,S3-864298160,multi_match,Future Properties Private Limited,ஃபியூச்சர் புராப்பர்ட்டீஸ் பிரைவேட் லிமிடெட்,future properties pvt ltd,,"Second Floor, Old Door No.167, New Door No.112, Eldams Road, Chennai, Chennai, Tamil Nadu","No B3/614 Second Floor, Teynampet, TN",india,india,True,transliteration_devanagari_erasure
S1-124424331,S3-41119207,multi_match,Pioneer Media Group P.C.,Halovera,pioneer media group p c,halovera,"6819 Olive Avenue, Stanwood, WA","Warm Beach, Washington, Olive Ave",us,us,True,dba_trade_name_or_different
S1-182343209,S3-616036476,multi_match,Galaxy Infrastructure Limited,गैलेक्सी इंफ्रास्ट्रक्चर लिमिटेड,galaxy infrastructure ltd,,"Thane, Office No 506, 5Th Floor, A Wing, Ashar Bellezza Near Ashar It Park, Road No 16, Wagle Es, Tate, Maharashtra, Thane","Office No 06, Navi Mumbai Region, MH",india,india,True,transliteration_devanagari_erasure
S1-888118518,S3-506408696,multi_match,Surya Hari Builders Private Limited,सूर्य हरि बिल्डर्स प्राइवेट लिमिटेड,surya hari builders pvt ltd,,"S-5, Shivam Building Sansar Chandra Road, Jaipur, Rajasthan","S-5, Jaipur, Sawai Madhopur, RJ",india,india,True,transliteration_devanagari_erasure
S1-907560794,S3-548805649,single_match,Unique Consultants,यूनिक कंसल्टेंट्स,unique consultants,,"No 65, Iii- Gate No.2 Ganesh Puram, Bareilly, Uttar Pradesh","Door No 6-5, Bareilly, उत्तर प्रदेश",india,india,True,transliteration_devanagari_erasure
S1-274424597,S3-36470292,multi_match,Good Agro Private Limited,ಗುಡ್ ಅಗ್ರೋ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,good agro pvt ltd,,"2, Sujeer House, Nagarth Roadoff Brigade Road, Bangalore, Karnataka","Door No 902 2, Bangalore, KA",india,india,True,transliteration_devanagari_erasure
S1-847087843,S3-793931501,multi_match,Shyam Consulting Private Limited,ಶ್ಯಾಮ್ ಕನ್ಸಲ್ಟಿಂಗ್ ಪ್ರೈವೇಟ್ ಲಿಮಿಟೆಡ್,shyam consulting pvt ltd,,"F2E, Klassic Nest 19Th Main, 25Th Cross, Hsr Layout, Secto, R - 2, Bangalore, Karnataka","Bangalore, KA, F4e",india,india,True,transliteration_devanagari_erasure
S1-392541665,S3-264576328,multi_match,Converge Urja,Kelomiraxylo,converge urja,kelomiraxylo,"Uttar Pradesh, Janki Apartment, Lucknow, Flat No-203","Flat No-20, Lucknow, UP",india,india,True,dba_trade_name_or_different
S1-512720361,S2-996772942,multi_match,Laxmi Logistics,லக்ஷ்மி லாஜிஸ்டிக்ஸ்,laxmi logistics,,"No. 1, Velmurugan Nagar Sivanandhapuram, Saravanampatti, Coimbatore, Tamil Nadu","###1, COIMBATORE, தமிழ்நாடு",india,india,True,transliteration_devanagari_erasure
S1-76080484,S3-396824865,multi_match,OA Trusted Quality,Ariariza,oa trusted quality,ariariza,"34740 Avenue H, Unit UNIT 12, Yucaipa, CA","<NULL>, 3474 Avenue H, California, Yucaipa",us,us,True,dba_trade_name_or_different
S1-847144096,S3-114304465,multi_match,Indo Consulting Private Limited,Fluxavi,indo consulting pvt ltd,fluxavi,"Plot No. 13 T 2, Ward 10A, Gandhidham, Kachchh, Gujarat","T 2, Kachchh, GJ",india,india,True,address_numeric_match
S1-439068118,S3-598782415,multi_match,East Tech Limited,ईस्ट टेक लिमिटेड,east tech ltd,,"K302, Trident Embassy, Gh-05B, Sec-01, Greater Noida, Bishrakh, Gautam Buddha Nagar, Uttar Pradesh","UP, Hn 884 K302, Tilpata Karanwas",india,india,True,transliteration_devanagari_erasure
S1-115597274,S3-838954510,multi_match,United Foundation Private Limited,यूनाइटेड फाउंडेशन प्राइवेट लिमिटेड,united foundation pvt ltd,,"Shop No. 503, Iris Shopping Meadows, Pokhran Road No. 02, Thane, Maharashtra","Mumbai, MH, #503",india,india,True,transliteration_devanagari_erasure
S1-2992592,S3-442049618,multi_match,United Producer Private Limited,યુનાઇટેડ પ્રોડ્યુસર પ્રાઇવેટ લિમિટેડ,united producer pvt ltd,,"Gujarat, Kamrej, Surat, 115, Ground Floor, Golden Plaza, Navagam","115, Vadodara Region, ગુજરાત",india,india,True,transliteration_devanagari_erasure
S1-367392542,S2-232297938,multi_match,Sunrise One Energy Private Limited,ਸਨਰਾਈਜ਼ ਵਨ ਐਨਰਜੀ ਪ੍ਰਾਈਵੇਟ ਲਿਮਟਿਡ,sunrise one energy pvt ltd,,"Flat No. 202 Tower-D, Dhakoli Exotic Grandeur Dhakoli, Derabassi, Mohali, Punjab","TOWER-D, ZIRAKPUR, ਪੰਜਾਬ",india,india,True,transliteration_devanagari_erasure
S1-872190632,S3-492154823,multi_match,Bharat Ventures Limited,भारत वेंचर्स लिमिटेड,bharat vent ltd,,"Shop No.25, Plot No.104, Sati Krupa Shopping Centre, Garodia Nagar, Ghatkopar East, Mumbai, Maharashtra","No 25, Mumabai, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-872190632,S3-341030224,multi_match,Bharat Ventures Limited,भारत वेंचर्स लिमिटेड,bharat vent ltd,,"Shop No.25, Plot No.104, Sati Krupa Shopping Centre, Garodia Nagar, Ghatkopar East, Mumbai, Maharashtra","#25, Mumabai, महाराष्ट्र",india,india,True,transliteration_devanagari_erasure
S1-240745372,S3-7566734,multi_match,"Leela Sanders, O.D., PC",Nexnylahalo,leela sanders o d pc,nexnylahalo,"6268 C, Palmyra, MO","C, Palmyra, Missouri",us,us,True,dba_trade_name_or_different
S1-747595709,S2-79839706,multi_match,Hari Future Tech Private Limited,ஹரி ஃபியூச்சர் டெக் பிரைவேட் லிமிடெட்,hari future tech pvt ltd,,"No.9, Raj Villa, Sourashtra Nagar First Street, Choolaimedu, Chennai, Tamil Nadu","9, CHENNAI, தமிழ்நாடு",india,india,True,transliteration_devanagari_erasure
S1-591923553,S3-944866379,multi_match,Great Foundation LLP,ग्रेट फाउंडेशन एलएलपी,great foundation llp,,"Level 2, Augusta Point, Sector 53 Golf Course Road, Gurgaon, Haryana","Gurgaon, हरियाणा, Gurgaon, Leel 2",india,india,True,transliteration_devanagari_erasure
S1-812697761,S2-985812048,multi_match,East Business Pvt Ltd,ईस्ट बिजनेस प्रा. लि.,east business pvt ltd,,"Plot No 6, Kamta Faizabad Road, G.N, Lucknow, Uttar Pradesh","PLOT NO 6, LUCKNOW, N/A, उत्तर प्रदेश",india,india,True,transliteration_devanagari_erasure
S1-812697761,S3-473478257,multi_match,East Business Pvt Ltd,ईस्ट बिजनेस प्रा. लि.,east business pvt ltd,,"Plot No 6, Kamta Faizabad Road, G.N, Lucknow, Uttar Pradesh","##6, Lucknow, UP",india,india,True,transliteration_devanagari_erasure
S1-78368786,S2-900407861,multi_match,Universal Healthcare Pvt Ltd,यूनिवर्सल हेल्थकेयर प्रा. लि.,universal healthcare pvt ltd,,"Pvr Saket, 3, Delhi, Local Shopping Complex","BLOCK F-452 3, WEST, DELHI",india,india,True,transliteration_devanagari_erasure
S1-793715787,S3-46089653,multi_match,Red Foundation Private Limited,Synzeph,red foundation pvt ltd,synzeph,"A 1903, Majaswadi Sarvoday Nagar Chs Ltd, Majas Village, Sarvodaya Nagar, Jogeshwari (E), Mumbai, Mumbai, Mumbai City, Maharashtra","A 1902, MH, Chennai",india,india,True,dba_trade_name_or_different
